District,EAST,NORTH,Plot_names,Total_C_ha,Year,Zone,Mean_Temp_yr,Mean_D_R,Isothermality,Temp_Seasnoality,Max_Temp_Warmest_Month,Min_Temp_Coldest_Month,Temp_Range_yr,Mean_Temp_Wattest_Q,Mean_Temp_Driest_Q,Mean_Tem_Warmest_Q,Mean_Temp_Coldest_Q,Prec_yr,Prec_Wattest_Month,Prec_Driest_Month,Prec_Seasonality,Prec_Wattest_Q,Prec_Driest_Q,Prec_Warmest_Q,Prec_Coldest_Q
Taunggoo,211000,2063000,N211000E2063000,256.3430625,2010,47,224,98,45,3228,324,107,217,243,195,257,175,1328,242,2,86,662,14,401,18
Thayet,683000,2109000,N2109000E683000,186.2992121,2013,46,221,98,45,3195,320,105,215,240,193,253,172,1336,244,2,86,667,13,401,18
Thayet,685000,2105000,N2105000E685000,228.1064474,2013,46,223,98,45,3228,323,106,217,242,194,256,174,1322,241,2,86,659,13,398,18
Thayet,683000,2105000,N2105000E683000,278.1288608,2013,46,239,101,45,3232,342,121,221,259,210,272,190,1283,232,1,86,638,13,398,15
Thayet,681000,2105000,N2105000E681000,211.6998159,2013,46,241,101,45,3240,344,123,221,261,212,274,192,1288,233,1,86,641,13,401,15
Thayet,679000,2109000,N2109000E679000,212.3644837,2013,46,243,101,45,3287,346,125,221,263,214,277,193,1290,234,1,86,643,13,402,15
Thayet,681000,2109000,N2109000E681000,228.2744772,2013,46,233,100,45,3229,334,115,219,251,204,265,184,1305,237,2,86,650,14,399,17
Taunggoo,211000,2061000,N211000E2061000,37.64154182,2010,47,235,100,45,3247,337,118,219,254,206,268,186,1302,236,2,86,648,14,401,16
Taunggoo,211000,2057000,N211000E2057000,49.55979576,2010,47,240,101,45,3262,341,121,220,259,210,273,190,1304,237,2,86,651,14,403,16
Thayet,677000,2111000,N2111000E677000,127.0614819,2013,46,232,99,45,3199,333,114,219,250,203,264,183,1330,243,2,87,665,14,407,17
Thayet,679000,2111000,N2111000E679000,228.5770193,2013,46,224,98,45,3242,324,107,217,244,195,257,175,1343,246,2,86,671,14,406,18
Thayet,687000,2113000,N2113000E687000,371.3090872,2013,46,213,97,45,3221,312,97,215,233,185,245,165,1389,256,2,86,696,15,414,20
Thayet,673000,2115000,N2115000E673000,183.0125885,2013,46,213,97,45,3194,310,97,213,233,184,244,164,1389,256,2,86,696,15,414,20
Thayet,685000,2113000,N2113000E685000,327.1866707,2013,46,235,100,45,3219,336,117,219,254,206,268,186,1327,243,2,87,664,14,409,16
Thayet,677000,2117000,N2117000E677000,130.0254026,2013,46,237,100,45,3258,338,118,220,256,207,270,187,1327,243,2,87,665,14,410,16
Thayet,673000,2119000,N2119000E673000,133.6963889,2013,46,235,100,45,3237,336,117,219,254,205,267,185,1338,245,2,87,671,14,412,16
Thayet,677000,2121000,N2121000E677000,256.9636301,2013,46,225,99,45,3213,324,107,217,244,195,256,176,1369,251,2,86,686,15,416,19
Thayet,681000,2119000,N2119000E681000,364.6862402,2013,46,225,99,45,3224,325,108,217,245,196,257,176,1351,247,2,86,676,14,411,17
Thayet,683000,2117000,N2117000E683000,162.8285194,2013,46,219,98,45,3209,318,103,215,239,191,252,171,1365,250,2,86,683,15,411,19
Thayet,679000,2117000,N2117000E679000,19.98878024,2013,46,210,96,45,3210,307,94,213,230,181,242,161,1406,260,2,86,705,15,419,20
Thayet,671000,2117000,N2117000E671000,154.1203429,2013,46,236,101,45,3266,339,118,221,256,207,270,187,1301,236,2,86,648,14,402,16
Thayet,663000,2121000,N2121000E663000,80.13099061,2013,46,233,100,45,3262,336,115,221,253,204,266,184,1316,240,2,87,657,14,405,16
Thayet,679000,2119000,N2119000E679000,73.71859457,2013,46,241,102,45,3253,345,123,222,261,211,275,192,1289,234,1,87,643,13,402,14
Pyay,799825,2117360,N2117360E799825,234.5069294,2017,46,241,102,45,3277,344,122,222,261,211,274,191,1284,233,1,86,640,13,400,14
Pyay,797780,2115288,N2115288E797780,344.6940143,2017,46,232,100,45,3248,334,114,220,252,203,265,183,1299,235,2,86,645,14,400,16
Thayet,681000,2117000,N2117000E681000,89.84316518,2013,46,232,100,45,3248,334,114,220,252,203,265,183,1299,235,2,86,645,14,400,16
Thayet,683000,2115000,N2115000E683000,145.773678,2013,46,238,101,45,3267,340,119,221,257,208,271,188,1286,232,2,86,638,14,398,16
Thayet,681000,2115000,N2115000E681000,243.9537775,2013,46,234,101,45,3252,336,116,220,254,205,267,185,1303,236,2,86,649,14,401,16
Thayet,691000,2111000,N2111000E691000,155.7751021,2013,46,219,98,45,3211,318,103,215,239,191,252,171,1352,247,2,86,674,15,407,19
Taunggoo,211000,2101000,N211000E2101000,11.74067292,2010,47,213,97,45,3185,311,98,213,233,185,245,165,1371,252,2,86,685,15,408,20
Taunggoo,211000,2081000,N211000E2081000,43.00850472,2010,47,239,101,45,3247,342,120,222,258,209,271,189,1273,230,1,86,631,13,395,15
Pyay,799864,2111186,N2111186E799864,347.926036,2017,46,231,101,45,3279,333,112,221,251,201,264,181,1282,232,2,86,634,14,393,17
Pyay,795735,2113218,N2113218E795735,73.93129254,2017,46,228,100,45,3245,330,110,220,248,199,261,179,1290,233,2,86,638,14,394,17
Pyay,797806,2111176,N2111176E797806,52.08209898,2017,46,241,102,45,3289,344,121,223,261,211,274,191,1265,228,1,86,625,13,395,15
Thayet,675000,2115000,N2115000E675000,177.3736479,2013,46,241,102,45,3274,344,121,223,260,210,274,191,1271,230,1,87,631,13,396,14
Pyay,787462,2119334,N2119334E787462,8.492658581,2017,46,239,102,45,3250,342,120,222,258,209,272,189,1289,233,2,86,641,14,399,16
Pyay,797756,2119402,N2119402E797756,75.62728234,2017,46,227,100,45,3260,328,108,220,247,197,259,177,1308,236,2,86,648,14,400,17
Thayet,685000,2117000,N2117000E685000,125.9629728,2013,46,225,100,45,3263,326,106,220,245,195,257,175,1309,237,2,86,649,14,399,17
Thayet,663000,2119000,N2119000E663000,75.32426732,2013,46,220,99,45,3247,320,102,218,233,191,252,171,1321,239,2,86,657,13,400,18
Thayet,665000,2121000,N2121000E665000,86.45458209,2013,46,219,99,45,3234,319,101,218,233,190,251,170,1331,241,2,86,661,14,403,18
Thayet,683000,2119000,N2119000E683000,52.86747645,2013,46,215,98,45,3230,315,98,217,229,186,248,166,1341,243,2,86,667,14,405,19
Pyay,797766,2117346,N2117346E797766,568.0108258,2017,46,223,100,45,3241,324,106,218,237,194,256,174,1301,235,2,86,646,13,397,17
Pyay,797791,2113229,N2113229E797791,78.62126292,2017,46,229,101,45,3258,331,111,220,242,200,262,180,1274,231,2,85,631,13,391,17
Thayet,677000,2115000,N2115000E677000,133.1034369,2013,46,223,100,45,3248,324,105,219,236,193,255,174,1304,236,2,86,648,13,396,17
Pyay,789578,2111118,N2111118E789578,71.95424162,2017,46,235,101,45,3276,338,116,222,255,206,268,186,1256,228,1,86,619,13,389,15
Taunggoo,211000,2071000,N211000E2071000,36.57361973,2010,47,233,101,45,3307,336,114,222,247,203,267,183,1254,228,2,86,620,13,386,16
Thayet,677000,2107000,N2107000E677000,173.911325,2013,46,236,102,45,3260,339,117,222,250,207,269,187,1232,224,1,86,607,12,382,15
Pyay,799878,2109129,N2109129E799878,196.1939971,2017,46,238,102,45,3279,342,119,223,252,208,271,188,1231,224,1,86,606,12,383,15
Taunggoo,211000,2051000,N211000E2051000,101.4639761,2010,47,241,102,45,3297,345,122,223,261,211,275,191,1237,224,1,85,609,13,386,15
Pyay,797820,2109116,N2109116E797820,206.8535682,2017,46,240,102,45,3251,343,121,222,260,211,273,191,1249,226,1,85,616,13,389,15
Pyay,795790,2104989,N2104989E795790,95.80756308,2017,46,234,101,45,3266,336,115,221,253,204,267,184,1255,228,1,86,619,12,387,15
Thayet,679000,2105000,N2105000E679000,213.4850166,2013,46,236,101,45,3287,339,117,222,249,206,269,186,1238,225,1,85,610,12,383,15
Thayet,690000,2106000,N2106000E690000,192.5912436,2013,46,237,102,45,3260,340,118,222,257,208,270,188,1242,225,1,86,611,12,385,15
Pyay,799936,2100900,N2100900E799936,125.4741962,2017,46,235,101,45,3261,337,116,221,248,206,268,185,1238,225,1,85,611,12,382,15
Pyay,795877,2100877,N2100877E795877,44.32663567,2017,46,240,102,45,3241,343,121,222,260,211,272,191,1232,223,1,86,606,11,384,14
Pyay,799942,2098847,N2098847E799942,40.6199118,2017,46,239,101,45,3267,342,120,222,258,209,272,189,1229,223,1,86,604,11,382,14
Thayet,689000,2099000,N2099000E689000,238.1802633,2013,46,232,101,45,3245,334,114,220,245,203,265,183,1242,226,1,85,614,12,381,16
Pyay,797887,2098834,N2098834E797887,122.4341792,2017,46,230,100,45,3231,332,113,219,243,201,263,181,1243,226,2,85,616,13,379,17
Thayet,687000,2099000,N2099000E687000,161.325668,2013,46,224,100,45,3219,326,107,219,237,196,257,176,1259,230,2,86,628,13,380,17
Thayet,679000,2099000,N2099000E679000,138.8502862,2013,46,228,100,45,3228,330,110,220,241,200,261,179,1248,227,2,85,619,13,380,17
Thayet,679000,2101000,N2101000E679000,238.1311805,2013,46,224,99,45,3232,325,107,218,238,195,256,175,1268,231,2,86,632,13,383,17
Thayet,682000,2101000,N2101000E682000,432.017414,2013,46,228,100,45,3271,330,109,221,241,199,261,178,1240,226,2,85,616,13,378,17
Pyay,688966,2097800,N2097800E688966,111.7753797,2017,46,226,100,45,3228,328,108,220,239,198,259,177,1239,226,2,85,617,13,376,17
Pyay,699263,2095871,N2095871E699263,75.05537243,2017,46,224,99,45,3222,324,106,218,237,195,256,175,1263,230,2,85,630,13,381,17
Pyay,789692,2094669,N2094669E789692,97.09887618,2017,46,221,99,45,3214,321,104,217,234,192,253,172,1272,232,2,85,637,13,380,18
Pyay,699311,2091763,N2091763E699311,38.63251062,2017,46,226,100,45,3193,328,109,219,239,198,258,178,1242,227,2,85,619,13,375,17
Pyay,795875,2092662,N2092662E795875,64.74216459,2017,46,231,101,45,3244,333,112,221,243,202,264,182,1212,222,1,85,601,11,371,15
Pyay,800019,2086516,N2086516E800019,73.50784119,2017,46,226,100,45,3222,328,108,220,239,198,258,178,1211,223,1,86,606,10,366,15
Pyay,701414,2087681,N2087681E701414,59.31650913,2017,46,222,99,45,3217,323,105,218,234,194,255,173,1245,229,2,86,626,12,371,17
Pyay,689069,2089584,N2089584E689069,78.44565058,2017,46,225,100,45,3197,327,108,219,238,197,257,177,1229,226,2,85,615,12,369,17
Pyay,703468,2087704,N2087704E703468,50.07513241,2017,46,230,100,45,3219,332,113,219,242,202,262,181,1210,222,1,86,602,10,368,15
Taunggoo,209000,2043000,N209000E2043000,282.5147766,2010,47,227,100,45,3201,328,110,218,241,199,259,179,1227,225,2,85,612,12,370,17
Taunggoo,209000,2061000,N209000E2061000,140.4820374,2010,47,234,101,45,3268,338,116,222,247,206,267,185,1192,218,1,85,588,11,367,15
Taunggoo,209000,2085000,N209000E2085000,38.32885767,2010,47,228,99,45,3203,329,111,218,241,199,260,179,1240,227,2,85,617,13,375,17
Pyay,687042,2087505,N2087505E687042,189.5867844,2017,46,224,99,45,3194,325,108,217,237,196,256,176,1253,230,2,86,628,12,374,17
Taunggoo,209000,2039000,N209000E2039000,118.3011345,2010,47,233,100,45,3240,335,115,220,245,204,266,184,1224,223,1,85,605,11,374,15
Pyay,699336,2089710,N2089710E699336,43.25414182,2017,46,233,100,45,3240,335,115,220,245,204,266,184,1224,223,1,85,605,11,374,15
Pyay,693150,2091689,N2091689E693150,186.501389,2017,46,232,100,45,3237,334,114,220,245,204,265,183,1234,225,1,86,610,12,377,16
Pyay,799983,2092681,N2092681E799983,100.825411,2017,46,232,100,45,3237,334,114,220,245,204,265,183,1234,225,1,86,610,12,377,16
Pyay,684639,2091585,N2091585E684639,51.85207568,2017,46,230,100,45,3220,332,112,220,242,201,262,181,1238,226,2,85,614,13,376,17
Pyay,783525,2094625,N2094625E783525,32.973115,2017,46,228,100,45,3205,330,111,219,241,200,261,180,1247,227,2,86,619,13,378,17
Pyay,787622,2096709,N2096709E787622,35.71446921,2017,46,233,101,45,3236,335,115,220,246,204,266,184,1232,224,1,85,608,12,379,16
Pyay,701341,2093842,N2093842E701341,93.81491535,2017,46,232,100,45,3238,335,115,220,245,204,265,184,1238,225,1,85,611,12,379,16
Pyay,793794,2094690,N2094690E793794,98.66919192,2017,46,232,100,45,3238,335,115,220,245,204,265,184,1238,225,1,85,611,12,379,16
Pyay,789674,2096722,N2096722E789674,48.20798129,2017,46,235,100,45,3205,337,118,219,247,206,268,187,1234,224,1,86,608,11,380,15
Pyay,697208,2095847,N2095847E697208,89.23924857,2017,46,232,100,45,3219,334,114,220,245,203,265,183,1258,228,2,86,621,13,384,17
Mawlaik,718000,2684000,N2684000E718000,253.9241243,2014,46,229,99,45,3203,330,112,218,242,200,261,180,1257,229,2,86,623,13,381,17
Pyay,697258,2091738,N2091738E697258,48.98088922,2017,46,220,98,45,3185,320,105,215,233,193,252,172,1307,239,2,86,655,13,388,18
Pyay,693125,2093743,N2093743E693125,192.2813546,2017,46,225,99,45,3194,325,109,216,238,197,258,177,1289,234,2,86,642,13,387,17
Pyay,695154,2095822,N2095822E695154,76.81593377,2017,46,221,98,45,3183,320,105,215,233,193,253,173,1313,240,2,86,656,13,392,18
Pyay,680775,2095640,N2095640E680775,31.67547691,2017,46,223,98,45,3187,322,107,215,242,195,255,175,1323,243,2,86,662,13,394,18
Pyay,682829,2095667,N2095667E682829,104.4452794,2017,46,211,96,45,3156,308,96,212,223,183,242,163,1374,256,2,87,692,14,401,20
Pyay,684909,2093640,N2093640E684909,58.82288913,2017,46,216,97,45,3151,315,101,214,229,189,248,169,1338,247,2,86,672,13,394,18
Pyay,793831,2090590,N2090590E793831,33.26167287,2017,46,204,95,45,3156,301,90,211,216,177,236,156,1405,265,2,87,714,14,405,20
Taunggoo,209000,2077000,N209000E2077000,171.7012436,2010,47,197,94,44,3145,293,84,209,209,170,228,150,1459,278,2,87,742,15,418,22
Pyay,791775,2090573,N2090573E791775,121.5694297,2017,46,210,96,45,3117,307,96,211,222,183,241,163,1374,257,2,87,695,14,399,20
Pyay,800006,2088570,N2088570E800006,60.33718056,2017,46,213,96,45,3128,311,99,212,225,186,244,166,1352,252,2,87,684,14,392,19
Taunggoo,209000,2045000,N209000E2045000,182.4529606,2010,47,209,96,45,3149,307,95,212,222,182,240,162,1370,256,2,86,694,14,397,20
Pyay,684961,2089532,N2089532E684961,55.47175681,2017,46,209,96,45,3149,307,95,212,222,182,240,162,1370,256,2,86,694,14,397,20
Taunggoo,209000,2047000,N209000E2047000,230.6643301,2010,47,207,95,45,3151,304,93,211,220,180,238,159,1376,258,2,87,699,14,397,20
Taunggoo,209000,2053000,N209000E2053000,33.09390226,2010,47,217,97,45,3174,316,102,214,230,190,249,169,1315,242,2,86,662,13,387,18
Taunggoo,209000,2131000,N209000E2131000,14.79472555,2010,47,217,97,45,3181,317,102,215,230,190,249,169,1317,242,2,86,662,13,388,18
Taunggoo,209000,2097000,N209000E2097000,17.67873522,2010,47,223,98,45,3218,324,107,217,236,195,256,175,1276,233,2,86,638,13,381,17
Pyay,797942,2090614,N2090614E797942,122.1511233,2017,46,228,100,45,3183,330,112,218,241,200,261,180,1256,229,2,86,624,13,380,17
Taunggoo,209000,2051000,N209000E2051000,126.6471781,2010,47,230,99,45,3195,332,113,219,243,202,262,182,1241,226,2,85,615,13,376,17
Pyay,693226,2085529,N2085529E693226,175.7347436,2017,46,217,97,45,3151,317,102,215,229,190,249,170,1296,238,2,86,656,12,379,18
Pyay,695279,2085553,N2085553E695279,138.1194429,2017,46,220,98,45,3206,321,105,216,233,192,253,172,1291,237,2,86,650,13,379,18
Pyay,693200,2087582,N2087582E693200,190.8025537,2017,46,211,96,45,3159,309,96,213,224,184,243,164,1348,251,2,86,684,14,390,19
Pyay,791802,2086463,N2086463E791802,89.13461222,2017,46,213,96,45,3144,312,99,213,225,186,245,166,1345,251,2,86,682,13,390,18
Pyay,695304,2083501,N2083501E695304,185.4902794,2017,46,224,98,45,3185,325,109,216,237,197,256,176,1281,235,2,86,642,13,379,17
Pyay,691223,2081398,N2081398E691223,60.10521123,2017,46,234,100,45,3166,336,118,218,253,207,266,187,1236,225,1,85,610,11,376,15
Pyay,793896,2080315,N2080315E793896,44.01379186,2017,46,239,100,45,3210,342,121,221,257,211,272,190,1216,221,1,85,598,11,374,15
Pyay,691250,2079346,N2079346E691250,54.96584417,2017,46,236,100,45,3186,337,119,218,254,208,268,188,1224,223,1,85,603,11,373,15
Pyay,693301,2079370,N2079370E693301,92.57524976,2017,46,214,96,45,3107,312,100,212,226,188,245,167,1319,246,2,87,673,12,379,18
Pyay,699386,2085603,N2085603E699386,213.7732104,2017,46,218,98,45,3166,318,103,215,231,191,250,171,1283,236,2,86,648,12,377,18
Pyay,793859,2086472,N2086472E793859,121.5356462,2017,46,225,99,45,3202,326,108,218,238,197,258,177,1252,230,2,86,627,12,374,17
Pyay,791829,2082353,N2082353E791829,30.66383716,2017,46,225,99,45,3189,326,108,218,237,197,257,177,1237,228,2,85,621,12,369,17
Pyay,697333,2085578,N2085578E697333,171.3572533,2017,46,222,99,45,3221,322,105,217,235,194,254,173,1248,230,2,85,628,12,371,17
Pyay,699410,2083550,N2083550E699410,24.19521679,2017,46,223,99,45,3232,325,106,219,236,195,256,175,1229,227,2,85,618,12,366,17
Pyay,697357,2083525,N2083525E697357,226.4587936,2017,46,211,97,45,3198,310,95,215,223,183,243,163,1303,240,2,86,665,12,379,18
Taunggoo,207000,2095000,N207000E2095000,52.31173155,2010,47,232,100,45,3155,334,116,218,244,206,265,185,1152,217,1,85,581,9,341,15
Pyay,693377,2073215,N2073215E693377,121.6845597,2017,46,219,97,45,3139,319,104,215,230,192,251,172,1248,235,2,86,642,12,356,17
Pyay,795989,2074169,N2074169E795989,114.2123545,2017,46,235,100,45,3145,337,119,218,247,208,267,188,1178,218,1,85,584,10,356,15
Pyay,691325,2073189,N2073189E691325,259.7101357,2017,46,230,99,45,3140,331,115,216,242,203,262,183,1199,224,1,86,603,10,355,15
Pyay,699556,2071237,N2071237E699556,29.99377864,2017,46,232,99,45,3154,335,116,219,244,206,265,185,1183,221,1,86,593,10,352,15
Pyay,789844,2072074,N2072074E789844,33.20662219,2017,46,237,100,45,3161,339,120,219,248,210,269,189,1155,214,1,85,572,10,350,15
Pyay,691350,2071128,N2071128E691350,93.84882691,2017,46,229,99,45,3117,330,114,216,241,203,261,182,1186,223,1,86,600,10,348,15
Taunggoo,207000,2137000,N207000E2137000,5.299520114,2010,47,225,98,45,3134,326,110,216,236,198,257,178,1201,228,1,86,615,9,347,15
Taunggoo,207000,2091000,N207000E2091000,14.14927168,2010,47,233,99,45,3162,336,117,219,245,206,266,186,1159,218,1,85,582,10,344,15
Taunggoo,207000,2109000,N207000E2109000,12.34892209,2010,47,235,99,45,3168,338,119,219,247,209,268,188,1164,217,1,85,581,10,348,15
Taunggoo,207000,2089000,N207000E2089000,87.98882298,2010,47,237,100,45,3142,339,121,218,248,209,269,189,1157,216,1,85,575,10,348,15
Pyay,689299,2071113,N2071113E689299,99.18592773,2017,46,235,99,45,3164,337,118,219,246,207,267,187,1170,218,1,85,583,10,351,15
Pyay,687248,2071061,N2071061E687248,448.6164273,2017,46,233,99,45,3140,334,118,216,245,207,265,186,1187,222,1,86,595,10,352,15
Taunggoo,207000,2105000,N207000E2105000,23.49518924,2010,47,237,100,45,3147,339,121,218,249,210,270,190,1168,217,1,85,579,10,352,15
Taunggoo,207000,2083000,N207000E2083000,53.68152393,2010,47,238,100,45,3131,341,122,219,250,211,271,191,1162,216,1,85,575,10,351,15
Pyay,685197,2071061,N2071061E685197,254.9243015,2017,46,230,98,45,3133,331,115,216,242,204,262,183,1214,227,1,86,612,10,356,15
Pyay,695454,2071188,N2071188E695454,417.2572031,2017,46,233,99,45,3159,335,117,218,245,207,265,186,1202,223,1,85,600,10,359,15
Pyay,697505,2071213,N2071213E697505,80.80348426,2017,46,238,100,45,3118,340,122,218,250,211,270,191,1171,216,1,85,577,10,356,15
Pyay,689274,2073164,N2073164E689274,189.7069747,2017,46,243,101,45,3179,347,126,221,255,216,276,195,1158,211,1,85,563,10,360,15
Pyay,793937,2074155,N2074155E793937,32.77603824,2017,46,241,101,45,3177,343,123,220,253,213,273,192,1170,214,1,85,572,10,360,15
Pyay,791884,2074141,N2074141E791884,62.97207876,2017,46,242,101,46,3127,345,126,219,260,215,274,195,1178,215,1,85,576,10,363,15
Pyay,687222,2073138,N2073138E687222,352.4704254,2017,46,241,100,45,3109,343,125,218,258,214,273,194,1175,215,1,85,575,10,361,15
Pyay,689248,2075216,N2075216E689248,193.5439232,2017,46,246,101,45,3193,349,128,221,264,218,278,197,1172,212,1,85,572,11,366,14
Pyay,781605,2076123,N2076123E781605,43.92443632,2017,46,242,101,46,3148,345,126,219,260,215,275,195,1185,215,1,85,579,11,367,15
Pyay,787764,2076167,N2076167E787764,9.391630662,2017,46,239,100,45,3193,342,121,221,251,211,271,190,1185,217,1,85,581,10,364,15
Pyay,691300,2075216,N2075216E691300,211.1372581,2017,46,240,101,45,3172,344,124,220,253,213,273,193,1175,215,1,85,575,10,361,15
Pyay,693352,2075267,N2075267E693352,93.48899726,2017,46,239,100,45,3182,342,122,220,251,211,271,190,1170,215,1,85,575,10,359,15
Pyay,681041,2075112,N2075112E681041,213.6635446,2017,46,223,98,45,3152,324,108,216,234,196,255,175,1226,230,2,86,625,11,355,16
Pyay,695404,2075291,N2075291E695404,93.07577946,2017,46,222,98,45,3159,323,107,216,234,195,254,175,1234,231,2,86,629,11,358,16
Pyay,789817,2076180,N2076180E789817,10.11914335,2017,46,234,99,45,3165,336,118,218,246,207,266,187,1191,220,1,85,591,10,360,15
Pyay,681015,2077163,N2077163E681015,88.8141422,2017,46,225,98,45,3127,326,110,216,237,199,257,178,1237,230,2,86,625,11,363,16
Pyay,695379,2077344,N2077344E695379,29.99711705,2017,46,219,97,45,3161,319,104,215,231,193,251,172,1274,237,2,86,649,12,369,17
Pyay,795964,2078275,N2078275E795964,41.6593881,2017,46,215,96,44,3143,314,100,214,226,188,247,168,1314,246,2,87,672,12,376,18
Pyay,693327,2077318,N2077318E693327,37.21687334,2017,46,231,99,45,3192,333,114,219,243,204,263,183,1222,225,1,86,609,10,366,15
Pyay,798029,2076234,N2076234E798029,26.8366924,2017,46,229,98,45,3156,330,113,217,241,203,261,182,1222,226,1,86,612,10,364,15
Pyay,691275,2077293,N2077293E691275,91.24233034,2017,46,227,98,45,3166,327,111,216,238,200,259,179,1255,232,2,86,630,12,370,17
Pyay,793910,2078261,N2078261E793910,155.2796605,2017,46,231,99,45,3193,333,115,218,243,204,264,183,1234,227,1,86,614,10,371,15
